,marital,mntlhlth,degree,satfin,neisafe,relpersn,race_is_white,race_is_black,race_is_other
4334,0,2.0,2.0,2.0,2.0,2.0,False,True,False
4335,1,0.0,1.0,1.0,2.0,1.0,False,True,False
4336,0,4.0,1.0,1.0,2.0,3.0,True,False,False
4337,0,0.0,3.0,1.0,2.0,3.0,True,False,False
4338,1,1.0,0.0,2.0,2.0,1.0,False,True,False
4339,0,1.0,2.0,3.0,2.0,2.0,False,True,False
4340,1,0.0,0.0,2.0,2.0,3.0,False,True,False
4341,0,4.0,0.0,3.0,2.0,3.0,True,False,False
4342,1,10.0,2.0,3.0,2.0,2.0,False,True,False
4345,0,4.0,3.0,1.0,2.0,3.0,False,True,False
4347,0,0.0,1.0,1.0,2.0,3.0,False,True,False
4348,0,0.0,1.0,2.0,2.0,2.0,True,False,False
4351,0,0.0,3.0,1.0,1.0,4.0,True,False,False
4353,1,0.0,1.0,1.0,1.0,4.0,True,False,False
4356,1,4.0,4.0,2.0,1.0,3.0,True,False,False
4357,1,0.0,3.0,2.0,1.0,4.0,True,False,False
4362,1,5.0,2.0,2.0,1.0,2.0,True,False,False
4365,1,0.0,4.0,3.0,1.0,1.0,False,True,False
4366,1,0.0,1.0,3.0,1.0,3.0,False,True,False
4367,0,0.0,1.0,3.0,1.0,4.0,True,False,False
4370,1,0.0,3.0,3.0,1.0,4.0,True,False,False
4371,0,0.0,0.0,2.0,2.0,1.0,False,False,True
4372,1,0.0,2.0,2.0,3.0,3.0,True,False,False
4373,0,30.0,1.0,3.0,2.0,2.0,False,True,False
4375,0,0.0,2.0,3.0,2.0,2.0,True,False,False
4376,1,0.0,2.0,2.0,3.0,2.0,True,False,False
4377,0,5.0,2.0,2.0,2.0,2.0,False,True,False
4378,0,0.0,1.0,3.0,2.0,4.0,False,False,True
4380,1,0.0,2.0,3.0,1.0,2.0,True,False,False
4381,0,30.0,0.0,3.0,1.0,3.0,True,False,False
4385,1,0.0,2.0,3.0,1.0,4.0,True,False,False
4387,0,6.0,1.0,3.0,1.0,3.0,True,False,False
4389,0,10.0,1.0,2.0,1.0,2.0,True,False,False
4390,1,0.0,0.0,2.0,1.0,2.0,True,False,False
4392,1,30.0,1.0,3.0,1.0,2.0,True,False,False
4394,1,0.0,1.0,1.0,1.0,2.0,True,False,False
4395,0,0.0,0.0,2.0,1.0,4.0,True,False,False
4399,0,5.0,2.0,3.0,2.0,2.0,False,True,False
4400,0,0.0,0.0,2.0,2.0,2.0,False,True,False
4401,1,0.0,0.0,1.0,2.0,2.0,False,False,True
4404,0,2.0,0.0,2.0,2.0,4.0,False,True,False
4405,1,2.0,1.0,2.0,2.0,4.0,False,True,False
4407,1,0.0,4.0,2.0,2.0,3.0,False,True,False
4408,0,0.0,1.0,2.0,2.0,3.0,False,True,False
4410,0,20.0,1.0,3.0,2.0,4.0,True,False,False
4412,1,0.0,1.0,2.0,1.0,1.0,True,False,False
4413,1,30.0,0.0,2.0,2.0,1.0,True,False,False
4414,1,10.0,0.0,2.0,2.0,2.0,False,False,True
4418,1,14.0,1.0,2.0,2.0,2.0,True,False,False
4420,1,0.0,1.0,2.0,2.0,2.0,True,False,False
4421,1,0.0,3.0,1.0,2.0,2.0,True,False,False
4422,1,0.0,4.0,1.0,1.0,2.0,True,False,False
4424,1,0.0,3.0,1.0,1.0,3.0,True,False,False
4426,0,7.0,2.0,3.0,2.0,3.0,False,True,False
4427,1,0.0,3.0,1.0,1.0,2.0,False,True,False
4428,1,0.0,1.0,1.0,1.0,3.0,True,False,False
4430,0,5.0,4.0,2.0,2.0,1.0,True,False,False
4431,1,0.0,1.0,2.0,2.0,1.0,False,True,False
4432,1,0.0,0.0,2.0,2.0,1.0,False,True,False
4433,0,0.0,3.0,3.0,2.0,2.0,False,True,False
4434,1,0.0,1.0,2.0,1.0,3.0,True,False,False
4435,0,15.0,1.0,3.0,1.0,2.0,True,False,False
4436,0,0.0,3.0,1.0,2.0,3.0,False,True,False
4440,1,0.0,1.0,2.0,2.0,2.0,False,True,False
4443,0,0.0,0.0,2.0,2.0,2.0,False,True,False
4444,1,2.0,1.0,3.0,2.0,2.0,False,True,False
4445,1,4.0,1.0,2.0,2.0,3.0,True,False,False
4447,1,14.0,1.0,2.0,2.0,2.0,True,False,False
4449,0,0.0,1.0,3.0,2.0,3.0,True,False,False
4450,0,0.0,1.0,1.0,1.0,2.0,True,False,False
4451,1,0.0,4.0,2.0,2.0,1.0,False,True,False
4453,0,0.0,1.0,1.0,3.0,3.0,False,True,False
4454,0,0.0,1.0,2.0,2.0,1.0,False,True,False
4457,0,0.0,3.0,1.0,1.0,1.0,True,False,False
4465,0,30.0,1.0,3.0,1.0,3.0,True,False,False
4466,0,6.0,1.0,1.0,2.0,1.0,True,False,False
4468,1,7.0,2.0,2.0,1.0,1.0,True,False,False
4469,0,1.0,3.0,3.0,1.0,4.0,False,True,False
4470,0,10.0,3.0,3.0,2.0,2.0,False,True,False
4472,0,2.0,3.0,3.0,1.0,4.0,False,True,False
4473,0,1.0,1.0,3.0,1.0,4.0,True,False,False
4475,0,15.0,2.0,3.0,1.0,3.0,True,False,False
4476,0,0.0,1.0,2.0,1.0,4.0,True,False,False
4477,0,0.0,1.0,1.0,2.0,4.0,True,False,False
4478,0,0.0,1.0,2.0,1.0,4.0,True,False,False
4481,0,1.0,1.0,2.0,1.0,2.0,True,False,False
4482,1,0.0,1.0,1.0,1.0,2.0,True,False,False
4484,0,0.0,2.0,2.0,1.0,4.0,True,False,False
4486,1,3.0,3.0,1.0,1.0,3.0,True,False,False
4487,1,14.0,3.0,1.0,1.0,2.0,True,False,False
4488,1,5.0,4.0,1.0,1.0,4.0,True,False,False
4489,1,0.0,3.0,3.0,1.0,4.0,True,False,False
4494,0,0.0,1.0,2.0,1.0,2.0,True,False,False
4498,0,0.0,1.0,1.0,1.0,2.0,True,False,False
4499,1,0.0,1.0,2.0,2.0,2.0,True,False,False
4500,0,0.0,1.0,1.0,1.0,2.0,True,False,False
4503,1,0.0,4.0,2.0,1.0,2.0,True,False,False
4504,1,0.0,3.0,2.0,1.0,4.0,True,False,False
4505,0,1.0,1.0,3.0,1.0,3.0,True,False,False
4507,0,0.0,0.0,1.0,1.0,1.0,True,False,False
4508,1,0.0,3.0,1.0,1.0,2.0,True,False,False
4510,1,0.0,2.0,3.0,2.0,2.0,True,False,False
4515,0,5.0,1.0,2.0,1.0,2.0,True,False,False
4517,0,10.0,1.0,2.0,1.0,3.0,True,False,False
4518,0,0.0,1.0,2.0,2.0,2.0,True,False,False
4520,1,30.0,2.0,3.0,2.0,2.0,True,False,False
4521,1,0.0,3.0,1.0,1.0,1.0,True,False,False
4523,1,0.0,1.0,2.0,1.0,2.0,True,False,False
4524,0,0.0,4.0,2.0,1.0,2.0,True,False,False
4525,1,1.0,1.0,2.0,1.0,2.0,True,False,False
4527,0,0.0,1.0,2.0,1.0,4.0,True,False,False
4528,0,0.0,1.0,3.0,1.0,2.0,True,False,False
4529,0,0.0,1.0,1.0,1.0,3.0,True,False,False
4530,0,10.0,3.0,1.0,1.0,3.0,True,False,False
4531,0,7.0,2.0,3.0,1.0,4.0,True,False,False
4533,0,3.0,1.0,3.0,1.0,1.0,True,False,False
4535,1,0.0,3.0,1.0,1.0,2.0,True,False,False
4536,1,1.0,2.0,2.0,1.0,1.0,False,True,False
4537,0,15.0,1.0,2.0,1.0,4.0,True,False,False
4538,0,0.0,3.0,2.0,1.0,1.0,True,False,False
4539,1,0.0,3.0,1.0,1.0,2.0,True,False,False
4541,1,0.0,4.0,1.0,1.0,2.0,True,False,False
4543,1,0.0,1.0,2.0,1.0,4.0,True,False,False
4544,1,10.0,3.0,3.0,1.0,2.0,True,False,False
4545,0,0.0,3.0,1.0,2.0,3.0,True,False,False
4546,1,0.0,1.0,2.0,1.0,3.0,True,False,False
4547,1,0.0,3.0,2.0,1.0,2.0,True,False,False
4548,1,6.0,3.0,2.0,1.0,3.0,True,False,False
4551,0,0.0,1.0,1.0,1.0,2.0,True,False,False
4552,1,0.0,3.0,1.0,1.0,1.0,True,False,False
4553,0,15.0,1.0,1.0,1.0,4.0,True,False,False
4554,0,0.0,1.0,1.0,2.0,1.0,True,False,False
4555,0,2.0,1.0,3.0,1.0,1.0,True,False,False
4557,0,10.0,2.0,3.0,1.0,1.0,True,False,False
4558,1,0.0,1.0,1.0,2.0,2.0,True,False,False
4560,0,25.0,4.0,2.0,1.0,3.0,True,False,False
4565,1,0.0,1.0,2.0,2.0,4.0,True,False,False
4568,0,20.0,3.0,2.0,2.0,2.0,True,False,False
4569,0,0.0,1.0,3.0,3.0,2.0,False,True,False
4570,0,0.0,1.0,2.0,3.0,4.0,False,True,False
4572,1,0.0,4.0,1.0,1.0,1.0,True,False,False
4573,0,0.0,3.0,1.0,2.0,2.0,True,False,False
4574,0,5.0,1.0,2.0,2.0,3.0,True,False,False
4577,0,30.0,1.0,3.0,2.0,3.0,True,False,False
4580,0,0.0,4.0,1.0,1.0,3.0,True,False,False
4585,0,0.0,1.0,1.0,1.0,4.0,True,False,False
4586,1,0.0,1.0,3.0,1.0,3.0,True,False,False
4588,0,0.0,1.0,2.0,1.0,3.0,True,False,False
4589,1,30.0,2.0,3.0,1.0,4.0,True,False,False
4590,0,10.0,2.0,2.0,1.0,3.0,True,False,False
4591,1,0.0,1.0,2.0,1.0,3.0,False,False,True
4592,0,0.0,3.0,2.0,1.0,2.0,True,False,False
4595,0,0.0,1.0,3.0,1.0,2.0,True,False,False
4596,0,2.0,3.0,2.0,3.0,3.0,False,True,False
4597,0,0.0,3.0,3.0,1.0,2.0,True,False,False
4598,1,1.0,4.0,2.0,1.0,1.0,True,False,False
4599,1,0.0,1.0,3.0,1.0,3.0,True,False,False
4603,1,12.0,1.0,2.0,1.0,4.0,True,False,False
4604,1,0.0,3.0,2.0,1.0,1.0,True,False,False
4605,0,30.0,3.0,1.0,2.0,3.0,True,False,False
4608,0,0.0,3.0,2.0,1.0,2.0,True,False,False
4610,1,5.0,4.0,2.0,1.0,4.0,True,False,False
4611,0,10.0,3.0,3.0,1.0,2.0,True,False,False
4613,0,3.0,0.0,3.0,2.0,3.0,False,True,False
4614,0,30.0,1.0,2.0,2.0,2.0,True,False,False
4615,0,2.0,1.0,3.0,2.0,4.0,True,False,False
4616,1,0.0,1.0,1.0,1.0,1.0,True,False,False
4617,0,5.0,1.0,2.0,1.0,2.0,True,False,False
4618,1,0.0,4.0,1.0,2.0,2.0,True,False,False
4620,0,0.0,1.0,1.0,2.0,2.0,True,False,False
4622,1,0.0,3.0,2.0,2.0,4.0,True,False,False
4624,0,0.0,3.0,1.0,2.0,2.0,True,False,False
4626,1,0.0,1.0,1.0,1.0,1.0,True,False,False
4627,1,0.0,3.0,2.0,2.0,3.0,True,False,False
4629,1,0.0,3.0,1.0,2.0,3.0,True,False,False
4631,1,0.0,0.0,2.0,1.0,2.0,True,False,False
4632,1,5.0,1.0,2.0,2.0,3.0,True,False,False
4633,1,0.0,1.0,2.0,2.0,3.0,False,True,False
4634,0,2.0,1.0,3.0,2.0,2.0,True,False,False
4635,1,0.0,1.0,2.0,2.0,3.0,True,False,False
4636,0,0.0,1.0,1.0,2.0,4.0,True,False,False
4637,0,0.0,1.0,1.0,2.0,4.0,True,False,False
4641,1,0.0,0.0,1.0,2.0,3.0,False,False,True
4644,1,0.0,1.0,3.0,2.0,1.0,True,False,False
4647,1,0.0,3.0,1.0,1.0,2.0,True,False,False
4648,0,30.0,1.0,3.0,2.0,3.0,True,False,False
4649,0,0.0,1.0,1.0,2.0,4.0,True,False,False
4650,0,1.0,2.0,2.0,1.0,1.0,True,False,False
4651,1,2.0,3.0,3.0,1.0,2.0,True,False,False
4652,1,0.0,2.0,2.0,1.0,3.0,True,False,False
4653,1,0.0,3.0,2.0,1.0,2.0,True,False,False
4655,0,0.0,3.0,2.0,1.0,2.0,True,False,False
4656,1,0.0,3.0,1.0,2.0,1.0,True,False,False
4657,1,0.0,4.0,1.0,2.0,1.0,True,False,False
4658,0,0.0,1.0,1.0,2.0,2.0,True,False,False
4660,0,10.0,1.0,2.0,2.0,1.0,True,False,False
4662,1,10.0,3.0,2.0,2.0,2.0,True,False,False
4663,0,1.0,2.0,1.0,2.0,3.0,True,False,False
4665,1,0.0,3.0,1.0,1.0,2.0,True,False,False
4666,0,0.0,1.0,2.0,1.0,3.0,False,True,False
4667,0,0.0,2.0,2.0,1.0,2.0,True,False,False
4669,1,0.0,3.0,1.0,1.0,2.0,True,False,False
4670,1,0.0,3.0,2.0,1.0,2.0,True,False,False
4671,1,3.0,3.0,2.0,1.0,2.0,False,True,False
4672,1,0.0,4.0,1.0,1.0,2.0,True,False,False
4673,1,0.0,3.0,2.0,1.0,3.0,True,False,False
4674,0,0.0,1.0,3.0,1.0,4.0,True,False,False
4675,1,0.0,3.0,2.0,1.0,2.0,True,False,False
4676,1,0.0,4.0,1.0,1.0,4.0,True,False,False
4677,1,0.0,0.0,2.0,1.0,1.0,True,False,False
4680,0,0.0,3.0,3.0,3.0,2.0,False,False,True
4683,0,0.0,1.0,2.0,2.0,2.0,True,False,False
4684,0,4.0,1.0,1.0,2.0,4.0,True,False,False
4686,0,0.0,1.0,1.0,2.0,2.0,False,True,False
4687,1,0.0,2.0,3.0,3.0,1.0,True,False,False
4688,0,0.0,3.0,2.0,1.0,2.0,True,False,False
4690,1,0.0,1.0,1.0,1.0,2.0,True,False,False
4691,1,15.0,1.0,1.0,1.0,2.0,True,False,False
4693,1,2.0,4.0,1.0,1.0,3.0,True,False,False
4695,0,2.0,3.0,1.0,1.0,1.0,True,False,False
4696,0,10.0,1.0,2.0,2.0,4.0,True,False,False
4698,0,0.0,3.0,2.0,1.0,3.0,False,True,False
4699,0,0.0,1.0,2.0,1.0,4.0,False,True,False
4701,0,0.0,0.0,2.0,1.0,3.0,False,True,False
4702,0,12.0,1.0,2.0,2.0,3.0,False,True,False
4703,1,0.0,2.0,2.0,2.0,1.0,True,False,False
4707,0,5.0,1.0,2.0,1.0,3.0,True,False,False
4708,0,0.0,3.0,1.0,1.0,3.0,True,False,False
4710,0,30.0,1.0,3.0,1.0,2.0,False,True,False
4712,0,15.0,2.0,3.0,2.0,2.0,True,False,False
4714,0,0.0,1.0,3.0,1.0,3.0,True,False,False
4717,1,0.0,1.0,2.0,2.0,1.0,False,True,False
4718,0,4.0,1.0,3.0,1.0,2.0,True,False,False
4719,0,0.0,1.0,2.0,1.0,3.0,True,False,False
4725,1,0.0,1.0,2.0,1.0,2.0,False,False,True
4726,0,0.0,3.0,2.0,1.0,3.0,True,False,False
4727,0,15.0,1.0,3.0,1.0,2.0,True,False,False
4729,1,0.0,4.0,1.0,1.0,1.0,False,False,True
4730,0,0.0,0.0,2.0,1.0,4.0,True,False,False
4734,1,0.0,0.0,2.0,2.0,2.0,True,False,False
4736,0,2.0,1.0,2.0,2.0,2.0,False,False,True
4737,0,0.0,3.0,2.0,2.0,1.0,False,False,True
4739,0,0.0,0.0,2.0,3.0,4.0,True,False,False
4740,1,0.0,1.0,2.0,2.0,2.0,False,False,True
4745,0,0.0,1.0,1.0,2.0,3.0,False,True,False
4747,0,7.0,1.0,2.0,2.0,3.0,False,True,False
4750,0,0.0,1.0,1.0,3.0,2.0,False,False,True
4751,1,0.0,1.0,1.0,3.0,1.0,False,False,True
4752,0,4.0,1.0,3.0,3.0,3.0,True,False,False
4755,1,4.0,1.0,1.0,3.0,2.0,True,False,False
4756,1,0.0,1.0,1.0,3.0,1.0,False,False,True
4757,0,0.0,1.0,1.0,3.0,3.0,False,False,True
4758,0,0.0,0.0,2.0,3.0,2.0,False,False,True
4761,0,0.0,1.0,2.0,2.0,2.0,False,False,True
4762,0,5.0,0.0,2.0,3.0,2.0,True,False,False
4763,0,0.0,1.0,2.0,3.0,3.0,False,False,True
4764,0,0.0,1.0,1.0,2.0,2.0,True,False,False
4765,1,0.0,0.0,2.0,2.0,2.0,False,False,True
4766,0,0.0,1.0,3.0,2.0,3.0,False,True,False
4767,1,0.0,0.0,2.0,2.0,2.0,False,False,True
4770,1,0.0,0.0,3.0,2.0,2.0,True,False,False
4771,0,5.0,0.0,3.0,2.0,2.0,False,False,True
4773,0,0.0,1.0,1.0,2.0,1.0,True,False,False
4774,0,10.0,1.0,2.0,2.0,2.0,True,False,False
4775,1,0.0,3.0,1.0,2.0,2.0,True,False,False
4776,1,2.0,2.0,2.0,2.0,2.0,True,False,False
4777,0,0.0,3.0,2.0,2.0,2.0,True,False,False
4778,1,1.0,4.0,2.0,3.0,4.0,True,False,False
4779,0,0.0,1.0,2.0,3.0,4.0,True,False,False
4780,0,10.0,1.0,2.0,3.0,3.0,True,False,False
4781,0,0.0,1.0,1.0,4.0,2.0,True,False,False
4785,0,0.0,1.0,2.0,3.0,2.0,True,False,False
4786,0,2.0,1.0,2.0,3.0,3.0,True,False,False
4787,1,7.0,1.0,2.0,3.0,2.0,True,False,False
4788,0,1.0,1.0,2.0,3.0,2.0,True,False,False
4789,0,0.0,3.0,2.0,3.0,4.0,False,False,True
4790,0,30.0,2.0,3.0,3.0,3.0,True,False,False
4791,0,1.0,0.0,2.0,3.0,2.0,True,False,False
4792,0,5.0,3.0,1.0,2.0,2.0,True,False,False
4793,0,0.0,1.0,1.0,3.0,4.0,True,False,False
4794,0,5.0,1.0,2.0,3.0,1.0,True,False,False
4795,0,2.0,1.0,2.0,3.0,3.0,False,False,True
4796,0,0.0,3.0,1.0,2.0,3.0,False,False,True
4797,1,0.0,1.0,2.0,2.0,2.0,True,False,False
4799,0,1.0,0.0,2.0,3.0,3.0,True,False,False
4801,0,0.0,1.0,3.0,2.0,2.0,True,False,False
4802,1,0.0,3.0,3.0,1.0,2.0,True,False,False
4803,1,10.0,4.0,3.0,1.0,1.0,True,False,False
4804,1,20.0,3.0,2.0,1.0,2.0,True,False,False
4807,1,0.0,4.0,1.0,1.0,3.0,True,False,False
4811,1,10.0,4.0,1.0,1.0,2.0,True,False,False
4814,0,3.0,3.0,3.0,1.0,4.0,True,False,False
4816,0,10.0,3.0,2.0,2.0,4.0,True,False,False
4818,0,1.0,3.0,3.0,2.0,1.0,True,False,False
4821,0,0.0,1.0,3.0,2.0,3.0,True,False,False
4822,0,2.0,1.0,2.0,2.0,4.0,True,False,False
4823,0,4.0,3.0,2.0,2.0,3.0,True,False,False
4824,0,0.0,2.0,2.0,1.0,2.0,True,False,False
4827,0,7.0,1.0,3.0,3.0,3.0,False,False,True
4828,1,0.0,1.0,1.0,2.0,2.0,True,False,False
4829,1,0.0,4.0,2.0,2.0,1.0,False,False,True
4830,0,4.0,0.0,2.0,1.0,2.0,False,False,True
4831,1,0.0,1.0,2.0,1.0,4.0,False,False,True
4832,1,0.0,1.0,1.0,2.0,2.0,True,False,False
4835,0,25.0,1.0,3.0,1.0,2.0,True,False,False
4837,0,0.0,1.0,1.0,1.0,2.0,True,False,False
4838,0,3.0,1.0,1.0,2.0,4.0,True,False,False
4840,1,0.0,1.0,3.0,2.0,2.0,True,False,False
4841,1,3.0,0.0,2.0,2.0,4.0,True,False,False
4844,0,1.0,3.0,3.0,3.0,2.0,True,False,False
4845,0,2.0,0.0,3.0,3.0,3.0,False,False,True
4846,1,0.0,0.0,2.0,2.0,2.0,False,False,True
4849,0,0.0,4.0,2.0,3.0,2.0,True,False,False
4850,0,0.0,3.0,2.0,3.0,3.0,True,False,False
4852,1,2.0,1.0,3.0,3.0,2.0,False,False,True
4853,0,0.0,1.0,2.0,3.0,3.0,False,True,False
4857,0,0.0,0.0,3.0,3.0,1.0,False,False,True
4868,0,0.0,1.0,2.0,1.0,4.0,True,False,False
4869,1,0.0,3.0,1.0,1.0,1.0,True,False,False
4870,1,3.0,3.0,1.0,1.0,2.0,True,False,False
4873,0,22.0,3.0,2.0,2.0,4.0,False,False,True
4874,0,3.0,4.0,2.0,1.0,4.0,True,False,False
4879,0,7.0,3.0,2.0,2.0,4.0,True,False,False
4882,1,1.0,1.0,2.0,1.0,1.0,True,False,False
4885,1,0.0,3.0,1.0,1.0,2.0,True,False,False
4886,1,0.0,1.0,2.0,1.0,3.0,True,False,False
4890,0,4.0,2.0,3.0,1.0,4.0,True,False,False
4891,1,0.0,4.0,1.0,1.0,2.0,True,False,False
4893,0,1.0,4.0,1.0,2.0,2.0,True,False,False
4894,0,0.0,4.0,1.0,2.0,4.0,True,False,False
4895,0,0.0,2.0,3.0,2.0,4.0,True,False,False
4897,1,10.0,2.0,2.0,2.0,2.0,True,False,False
4898,0,2.0,3.0,2.0,2.0,4.0,True,False,False
4900,1,4.0,1.0,3.0,2.0,4.0,True,False,False
4901,1,20.0,1.0,3.0,1.0,4.0,False,False,True
4902,0,15.0,1.0,2.0,2.0,4.0,True,False,False
4903,0,3.0,1.0,3.0,1.0,3.0,True,False,False
4904,0,20.0,0.0,3.0,3.0,3.0,True,False,False
4906,0,1.0,1.0,1.0,1.0,2.0,False,False,True
4907,1,0.0,4.0,1.0,1.0,2.0,True,False,False
4908,1,30.0,4.0,1.0,2.0,4.0,True,False,False
4910,0,3.0,2.0,1.0,1.0,4.0,False,False,True
4915,1,0.0,1.0,2.0,2.0,2.0,True,False,False
4916,0,0.0,1.0,2.0,2.0,4.0,True,False,False
4917,1,1.0,1.0,2.0,2.0,2.0,True,False,False
4921,0,3.0,0.0,3.0,3.0,4.0,True,False,False
4922,0,2.0,1.0,3.0,2.0,4.0,True,False,False
4928,0,0.0,2.0,3.0,2.0,3.0,True,False,False
4929,0,5.0,1.0,2.0,1.0,3.0,True,False,False
4930,1,0.0,3.0,2.0,1.0,2.0,True,False,False
4932,0,0.0,1.0,2.0,2.0,3.0,False,False,True
4934,0,0.0,1.0,2.0,3.0,2.0,True,False,False
4935,1,15.0,2.0,3.0,2.0,2.0,True,False,False
4940,0,0.0,1.0,3.0,3.0,4.0,True,False,False
4941,0,0.0,1.0,3.0,2.0,2.0,True,False,False
4943,0,3.0,4.0,1.0,1.0,2.0,True,False,False
4944,1,0.0,1.0,2.0,2.0,4.0,True,False,False
4946,1,1.0,1.0,2.0,2.0,2.0,False,True,False
4947,1,16.0,1.0,3.0,2.0,2.0,True,False,False
4948,1,5.0,2.0,1.0,1.0,2.0,True,False,False
4949,1,2.0,1.0,1.0,1.0,4.0,True,False,False
4951,1,0.0,1.0,1.0,1.0,1.0,True,False,False
4953,1,0.0,1.0,1.0,2.0,3.0,True,False,False
4954,1,4.0,2.0,1.0,2.0,2.0,False,False,True
4958,1,5.0,3.0,1.0,1.0,3.0,True,False,False
4959,1,10.0,3.0,2.0,1.0,4.0,True,False,False
4965,0,0.0,1.0,1.0,1.0,2.0,True,False,False
4966,0,0.0,2.0,1.0,1.0,3.0,True,False,False
4969,0,3.0,1.0,2.0,1.0,4.0,True,False,False
4971,1,0.0,1.0,2.0,1.0,3.0,False,False,True
4973,1,0.0,3.0,1.0,1.0,2.0,True,False,False
4975,1,0.0,3.0,1.0,1.0,2.0,True,False,False
4977,0,0.0,2.0,3.0,2.0,2.0,True,False,False
4978,1,0.0,1.0,2.0,2.0,3.0,True,False,False
4987,0,30.0,1.0,3.0,1.0,2.0,False,True,False
4988,1,2.0,1.0,2.0,1.0,2.0,True,False,False
4990,1,0.0,2.0,2.0,1.0,2.0,True,False,False
4992,0,0.0,1.0,2.0,1.0,2.0,True,False,False
4994,1,3.0,1.0,2.0,1.0,2.0,True,False,False
4995,1,0.0,3.0,3.0,1.0,2.0,True,False,False
4996,1,0.0,0.0,2.0,1.0,1.0,True,False,False
4999,1,15.0,4.0,2.0,1.0,2.0,True,False,False
5000,1,0.0,4.0,2.0,1.0,1.0,True,False,False
5001,1,1.0,1.0,2.0,1.0,3.0,True,False,False
5003,1,0.0,1.0,2.0,1.0,3.0,True,False,False
5004,1,0.0,4.0,1.0,1.0,2.0,True,False,False
5005,1,20.0,0.0,3.0,2.0,2.0,True,False,False
5006,1,0.0,1.0,3.0,2.0,1.0,True,False,False
5011,0,0.0,1.0,1.0,1.0,2.0,True,False,False
5017,0,20.0,0.0,3.0,1.0,3.0,True,False,False
5019,0,0.0,1.0,3.0,2.0,4.0,True,False,False
5020,1,1.0,1.0,1.0,1.0,3.0,True,False,False
5021,0,10.0,1.0,3.0,2.0,3.0,False,True,False
5022,0,0.0,3.0,1.0,1.0,4.0,True,False,False
5023,0,2.0,1.0,3.0,2.0,2.0,True,False,False
5025,0,2.0,1.0,3.0,2.0,4.0,False,True,False
5026,0,5.0,1.0,2.0,2.0,2.0,True,False,False
5027,1,0.0,1.0,2.0,2.0,4.0,True,False,False
5028,0,30.0,4.0,3.0,2.0,3.0,True,False,False
5029,1,0.0,1.0,3.0,2.0,2.0,True,False,False
5031,0,2.0,1.0,3.0,3.0,1.0,True,False,False
5032,1,0.0,2.0,3.0,2.0,1.0,True,False,False
5033,0,1.0,1.0,2.0,3.0,3.0,False,True,False
5034,0,0.0,0.0,1.0,2.0,3.0,False,True,False
5035,1,0.0,1.0,1.0,2.0,1.0,False,False,True
5038,0,5.0,1.0,1.0,2.0,2.0,True,False,False
5039,0,15.0,1.0,1.0,2.0,2.0,True,False,False
5040,1,0.0,1.0,3.0,2.0,3.0,True,False,False
5041,0,0.0,1.0,2.0,2.0,1.0,False,False,True
5042,0,0.0,1.0,2.0,2.0,2.0,True,False,False
5047,1,7.0,1.0,2.0,1.0,2.0,True,False,False
5049,1,0.0,1.0,2.0,1.0,2.0,True,False,False
5051,0,0.0,1.0,1.0,1.0,2.0,True,False,False
5053,0,2.0,1.0,3.0,1.0,2.0,True,False,False
5054,1,0.0,1.0,2.0,1.0,2.0,True,False,False
5055,1,20.0,1.0,2.0,1.0,3.0,True,False,False
5056,1,2.0,3.0,1.0,2.0,3.0,True,False,False
5057,1,0.0,1.0,2.0,1.0,3.0,True,False,False
5058,1,0.0,4.0,1.0,1.0,3.0,True,False,False
5059,0,7.0,3.0,3.0,1.0,3.0,True,False,False
5061,0,0.0,1.0,1.0,1.0,4.0,False,False,True
5063,1,2.0,1.0,2.0,1.0,3.0,True,False,False
5065,0,10.0,4.0,2.0,2.0,4.0,True,False,False
5067,0,3.0,1.0,3.0,2.0,1.0,True,False,False
5068,0,3.0,1.0,2.0,3.0,4.0,True,False,False
5070,0,15.0,1.0,2.0,2.0,4.0,True,False,False
5071,1,0.0,2.0,2.0,2.0,4.0,True,False,False
5072,1,3.0,1.0,3.0,2.0,2.0,True,False,False
5073,1,0.0,4.0,3.0,2.0,2.0,True,False,False
5074,0,3.0,1.0,1.0,2.0,3.0,True,False,False
5075,1,0.0,2.0,2.0,2.0,2.0,True,False,False
5077,1,5.0,4.0,3.0,1.0,2.0,True,False,False
5083,1,10.0,3.0,2.0,1.0,1.0,True,False,False
5084,0,0.0,1.0,2.0,1.0,3.0,True,False,False
5089,1,0.0,0.0,2.0,1.0,3.0,False,False,True
5090,0,0.0,1.0,3.0,1.0,3.0,True,False,False
5091,1,3.0,4.0,1.0,1.0,2.0,True,False,False
5092,0,2.0,3.0,2.0,1.0,4.0,True,False,False
5093,1,5.0,1.0,2.0,1.0,2.0,True,False,False
5094,0,1.0,0.0,2.0,1.0,4.0,True,False,False
5095,0,0.0,1.0,2.0,1.0,4.0,False,False,True
5096,1,5.0,1.0,1.0,1.0,4.0,True,False,False
5099,0,2.0,3.0,1.0,1.0,2.0,True,False,False
5100,0,15.0,0.0,2.0,1.0,3.0,True,False,False
5101,1,0.0,0.0,3.0,1.0,3.0,True,False,False
5102,0,0.0,1.0,2.0,1.0,1.0,True,False,False
5104,1,15.0,0.0,3.0,1.0,4.0,True,False,False
5106,1,0.0,1.0,1.0,1.0,2.0,True,False,False
5108,1,5.0,0.0,3.0,1.0,2.0,True,False,False
5109,0,0.0,1.0,2.0,1.0,2.0,True,False,False
